index;Regon;Typ;Nazwa;Województwo;Powiat;Gmina;Kod Pocztowy;Miasto;Ulica;Informacja u usniętym wpisie
134;020819658;F;ALE-DAR ALEKSANDER BARANIECKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 53;wpis wykreślony
135;930152276;F;TAPICERSTWO ZENON BARANIECKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 55;wpis wykreślony
136;93296536800028;LF;OŚRODEK BADAŃ PSYCHOLOGICZNYCH TADEUSZ HANDEREK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 33;wpis wykreślony
137;022125641;F;Ewelina Baraniecka;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 53;wpis wykreślony
138;361751643;F;CSF CORPORATE ADVISORY MACIEJ PODRAZA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 50 lok. 2;wpis wykreślony
139;021300585;F;EWA RYCHTER-DOBEK ERA WNĘTRZA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 54 lok. 1;wpis wykreślony
140;930616280;F;"TADEUSZ KURCZAK ""BIURO CONSULTINGOWO - OBLICZENIOWE""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 11;wpis wykreślony
141;930588358;P;"""KOKO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 11;wpis wykreślony
142;932052231;P;"""REOTEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 53;wpis wykreślony
143;932283516;P;"""EURO-PRIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 36;wpis wykreślony
144;930331151;F;DARIUSZ WASIAK AGENCJA REKLAMOWA ASTOR-POL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 39;wpis wykreślony
145;02174816200020;LF;KATARZYNA MĘDRAŚ KANCELARIA PRAWNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-212;Wrocław;ul. adm. Józefa Unruga 5;wpis wykreślony
146;369480630;F;MDI MARCO LOMBARDO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-212;Wrocław;ul. adm. Józefa Unruga 74 lok. 1;wpis wykreślony
147;006323129;F;"WALDEMAR WYSOCKI P.H.B.""INTER-WALD""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 14 lok. 10;----------------
148;021204019;F;KAZIMIERZ STASIAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 4 lok. 11;----------------
149;021941090;F;FIRMA HANDLOWO USŁUGOWA COTTON & STYLE BEATA NIEMIEC;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 12A;----------------
150;022251854;F;MARTA JARZEMBOWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 10B;----------------
151;368715745;F;Justyna Słomian;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 10 lok. 21;----------------
152;380069804;F;Beauty Concept WERONIKA JĘDRASIK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 2B;----------------
153;385352901;F;KACPER STOKŁOSA TRENER BOKSU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-110;Wrocław;ul. Afgańska 2 lok. 4;----------------
154;386780438;F;Ewelina Wierzbicka;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 8a;----------------
155;387034128;P;AB BUD-POL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 6 lok. 5;----------------
156;387067180;F;KAWIARNIA KLAWO KATARZYNA WARDA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 4A;----------------
157;388264735;F;PRACOWNIA KRAWIECKA BAYAZ BARBARA ZIMNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 8B;----------------
158;93022675000029;LP;APTEKI AB I.KAŹMIERCZAK, K.STYCZEŃ, M.TUROWSKA SPÓŁKA JAWNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 3;----------------
159;93077158800076;LP;USM WROCŁAW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SALON PRASOWY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 3;----------------
160;931064640;F;"""MARBO"" PRZEDSIĘBIORSTWO IMPORTOWO-HANDLOWE KLEPACZ BOGUMIŁA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 3;----------------
161;932574604;F;SEBZDA MIECZYSŁAW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 3;----------------
162;932574604;F;GOSPODARSTWO ROLNE SEBZDA MIECZYSŁAW;DOLNOŚLĄSKIE;wrocławski;Żórawina;55-020 Żórawina;Wilkowice 10;‑‑‑‑‑‑‑‑‑‑;----------------
163;932801678;F;"""AGA"" MALINOWSKA GRAŻYNA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 3;wpis wykreślony
164;932792821;F;"""HANDEL I USŁUGI"" WIKŁO BRONISŁAWA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-114;Wrocław;ul. Afgańska 3;wpis wykreślony
165;932956330;P;"""OLDBOY"" S.C. JAROSŁAW ZIELIŃSKI, DAWID MAZIK";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 3;wpis wykreślony
166;36424461600010;LF;MARIUSZ TYBIŃSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-117;Wrocław;ul. Afgańska 3;wpis wykreślony
167;020923574;F;Centrum Doradztwa Biznesowego Anna Ziętek-Fidecka;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 6;----------------
168;021118745;P;HEXA GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 6;----------------
169;021215030;F;Michał Kowalski MJK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 2B;----------------
170;021325668;F;KRYSTYNA GRZEBIELUCH-REICHERT PRYWATNA PRAKTYKA LEKARSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 34;----------------
171;021930837;F;INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA RENATA ROZMIAREK-SAWICKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 29;----------------
172;022347442;P;FINRAY BUSINESS CONSULTING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;54-214;Wrocław;ul. Agatowa 14;----------------
173;24068651400080;LF;MARTA SOLARSKA-KASPRZYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 38;----------------
174;301206527;F;MAGDALENA ŻYTO MJ INŻYNIERING;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 50;----------------
175;362839216;F;DIMAX - IRENEUSZ LIS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 9;----------------
176;369476857;F;Sigma Robotics Jakub Żyto;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 50;----------------
177;930646297;F;"ADAM WĘGRZYN ""DORADZTWO GOSPODARCZE""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 14;----------------
178;932154463;F;DMS CONSULTING GRZEGORZ BEŁZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 23;----------------
179;932777804;F;PRZEDSIĘBIORSTWO PROJEKTOWO-WYKONAWCZE KONSTRUKTOR MAREK ŚRÓDKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 4A;----------------
180;932961028;F;KANCELARIA RADCY PRAWNEGO NATALIA POWĄZKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 36;----------------
181;022442910;P;IPCON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 6;wpis wykreślony
182;022412174;F;AMARILA Agnieszka Różycka;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 32;wpis wykreślony
183;360979746;F;NURSE Renata Orłowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 20;wpis wykreślony
184;531581709;F;KRZYSZTOF KACZOR;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-214;Wrocław;ul. Agatowa 21;wpis wykreślony
185;005956677;F;JACEK RZĄDKOWSKI MICROMAX;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 61;----------------
186;00701591551091;LP;"POLSKI ZWIĄZEK DZIAŁKOWCÓW RODZINNY OGRÓD DZIAŁKOWY ""WIARUS""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa B/N;----------------
187;00701591553260;LP;"POLSKI ZWIĄZEK DZIAŁKOWCÓW RODZINNY OGRÓD DZIAŁKOWY ""POD GRUSZĄ""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-006;Wrocław;ul. Agrestowa B/N;----------------
188;009912642;F;MACIEJEWSKI MACIEJ PRACOWNIA PROTETYKI DENTYSTYCZNEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 7;----------------
189;015646087;F;TŁUMACZENIA AGNIESZKA SOPIŃSKA-SUPERSON;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131dd lok. 2;----------------
190;020000349;F;MARCIN KUREK BOCANEGRA CONSULTORES;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 59;----------------
191;020035052;F;MACIEJ BIAŁCZYK AMB;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 135CD/2;----------------
192;020038010;F;KANCELARIA FINANSOWA AGNIESZKA BARTYCHA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 139 lok. 12;----------------
193;020254802;F;ANDER GROUP - ANDRZEJ RAC;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 23;----------------
194;020276324;P;RABE LASERTECHNIK GMBH ODDZIAŁ W POLSCE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-006;Wrocław;ul. Agrestowa 6;----------------
195;020292665;F;Katarzyna Skiba-Kuraszkiewicz Kancelaria Radcy Prawnego;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 133 CD lok. 1;----------------
196;020431078;F;MACZAP MARIUSZ CZAPKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 135 lok. 2;----------------
197;020638804;P;PROFESTI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 145 lok. 14;----------------
198;020724030;F;STORM - CARE - MICHAŁ BURZYŃSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 141 lok. 31;----------------
199;02076557200027;LF;Ultimate Cars Emilia Majewska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 102;----------------
200;020786769;F;Inspector Eneasz Skolmowski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 141 lok. 5;----------------
201;020810261;F;B&S Solutions Michał Sadowski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 133AA lok. 1;----------------
202;02082817200038;LF;LANGUAGE SYSTEMS INTERNATIONAL STUDIO JĘZYKÓW ANNA RYZIO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 22;----------------
203;02082817200052;LF;LANGUAGE SYSTEMS INTERNATIONAL STUDIO JĘZYKÓW ANNA RYZIO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 3;----------------
204;02110433500039;LF;INDYWIDUALNA PRAKTYKA LEKARSKA DOROTA LIPNICKA-KANIOWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 19;----------------
205;021119526;F;MCMSERVICE MARCIN CHUDEUSZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131F lok. 2;----------------
206;021124929;F;ADRIANA DZIEWICZKIEWICZ ORGANIZATOR;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 135 lok. 1;----------------
207;02112492900036;LF;ADRIANA DZIEWICZKIEWICZ ORGANIZATOR;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 135 lok. 1;----------------
208;021167152;F;"JAN GIZICKI ABAŻUROWE KOMINKI METALOWE ""AKOMET""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 108;----------------
209;021190211;F;MARCIN ROSZKOWSKI PRAKTYKA LEKARSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131ea lok. 1;----------------
210;021226015;F;INDYWIDUALNA PRAKTYKA DENTYSTYCZNA MARZENA MAJEWSKA-ZIĘTY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 102;----------------
211;021226200;F;PIOTR CISKOWSKI DETSOFT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 111;----------------
212;02123540000040;LF;CRANE MASTER MARIUSZ BENCAR;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 137-145;----------------
213;021236752;F;MACIEJ MINCH BIURO PROJEKTÓW I REALIZACJI INWESTYCJI VEGACAD;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;55-080;Wrocław;ul. Agrestowa 89;----------------
214;021263625;F;Pomoc Psychologiczno-Pedagogiczna KĘDZIERSKA-DUMAŃSKA DOMINIKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 21;----------------
215;021363232;F;ANDRZEJ SZCZERBA -biuro obsługi inwestycji ASE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 77;----------------
216;021460886;P;VELCOM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 20;----------------
217;021466535;P;EURO-TECHNOLOGIES CENTRUM PRODUKCYJNO-BADAWCZE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 112;----------------
218;021467256;P;STOWARZYSZENIE PSYCHOLOGÓW CHRZEŚCIJAŃSKICH ODDZIAŁ WE WROCŁAWIU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 61;----------------
219;021789209;F;Kancelaria Prawna Spectrum Radomir Winnicki;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 131AB lok. 2;----------------
220;021810470;F;CARE SOLUTIONS AGATA KUBAS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131C lok. 1;----------------
221;021819293;F;Dorota Michalak-Kurzewska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 100 lok. B;----------------
222;021861906;F;Krzysztof Stachowiak;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 137 lok. 22;----------------
223;021891994;F;Indywidualna Praktyka Lekarska WERONIKA MAZUREK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 137 lok. 8;----------------
224;021892947;F;NETMED Joanna Kraińska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 5;----------------
225;021993789;F;CARGO AGENT PAWEŁ WASIECZKO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131CC lok. 1;----------------
226;022020994;F;JEST NADZIEJA GABINET PSYCHOTERAPII BARBARA RZĄDKOWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 61;----------------
227;022128237;P;WSPÓLNOTA MIESZKANIOWA AGRESTOWA ALEJA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 137-145;----------------
228;022181289;F;MJM PROJEKT Maciej Minch;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 89;----------------
229;022202548;F;BIURO PROJEKTÓW I REALIZACJI INWESTYCJI VEGACAD ALEKSANDER TROCHANOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 89;----------------
230;022290452;P;CARE GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131 CB lok. 1;----------------
231;022295834;F;Anna Jodkowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 121;----------------
232;022353916;F;OTOMED KRZYSZTOF JANICKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131 da lok. 2;----------------
233;022419638;P;"""MACHAJ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 128;----------------
234;022420386;F;CONSULTING SERVICES GRZEGORZ PIEKARSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 137 lok. 11;----------------
235;022511396;F;Electronics Outlet Piotr Hawlicki;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 34;----------------
236;091226970;F;VINCENTO INTERNATIONAL JACEK GRELEWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131FA lok. 2;----------------
237;161313091;F;Linial Wojciech Szczupak;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 137 lok. 3;----------------
238;161463643;F;Gabinet psychoterapeutyczno - psychologiczny ANNA WODIANY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 145 lok. 2;----------------
239;161612853;F;Rafał Papuga Parrot Eye Photography;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 139 lok. 32;----------------
240;220831340;F;MARITA STEFANIAK KOSMETOLOGIA I MAKIJAŻ PERMANENTNY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 135ba lok. 1;----------------
241;230847971;F;MARKET VIP ZOFIA KRUSZEWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 143 lok. 4;----------------
242;242946008;F;Anna Wilczyńska-Ciskowska Studio111;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 111;----------------
243;278015003;F;MARKETING FOR BUSINESS ANNA ANDRYCH;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 110D;----------------
244;360481970;F;Bernadeta Jaworska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 141 lok. 2;----------------
245;360750400;F;Kairos Consulting Paweł Kowalewski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 125;----------------
246;36086465800010;LF;MPPROJ Michał Patuszyński;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 89;----------------
247;360967341;F;UNIPIX Przemysław Radwan;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 141 lok. 30;----------------
248;361125414;F;MWSC MATEUSZ KOŁODZIEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131 lok. eb2;----------------
249;362373634;F;UNDERMAN WAWRZYN TAISNER;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 143 lok. 25;----------------
250;362559327;F;Paweł Trochanowski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 89;----------------
251;363688009;F;Małgorzata Kwiecień Serwis BHP;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131FC lok. 2;----------------
252;364492900;P;HM INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 34;----------------
253;364886875;F;Kancelaria Radcy Prawnego Aleksandra Broniś-Latowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 137 lok. 30;----------------
254;36576256600028;LF;SKINFORMA ALEKSANDRA PRĘDKIEWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131D lok. 1;----------------
255;366420260;F;STORMLABS WOJCIECH MOCZULSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 141 lok. 12;----------------
256;368102741;F;KATARZYNA RYBOTYCKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 73;----------------
257;36832336000017;LF;HNSK RAFAŁ HAŃSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 133 lok. 2;----------------
258;368369237;F;Prywatna Praktyka Psychologiczna Magdalena Leśniak;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131BA lok. 2;----------------
259;368977379;F;PRACOWNIA WROCŁAWSKA AGNIESZKA KAZUBEK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131C lok. 1;----------------
260;368997181;F;PAWEŁ PIEGZA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 139 lok. 2;----------------
261;369316177;F;Sylwia Klimczak-Zimoląg Usługi Weterynaryjne;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131e lok. 2;----------------
262;380927722;F;Teleprojekt Stefan Siemiak;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 133CB lok. 1;----------------
263;382261859;F;STORYDESK KRZYSZTOF PISKORSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131e lok. 1;----------------
264;382599601;F;PRYWATNA PRAKTYKA PSYCHOLOGICZNA AGNIESZKA WOSZCZEK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131dc lok. 1;----------------
265;382679323;P;SJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 100;----------------
266;382835444;F;GABIS RAFAŁ ADAMIAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131CB lok. 2;----------------
267;383191598;F;Mateusz Kociołek;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 133 lok. 2;----------------
268;383240144;P;CARE GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-035;Wrocław;ul. Agrestowa 131CB lok. 1;----------------
269;383401305;P;PIĄTA ALEJA E.PISARSKA J.CIEŚLIK-SMELA SPÓŁKA JAWNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-006;Wrocław;ul. Agrestowa 100E;----------------
